msa_name,year,msa_no,normusaspminpop,normusasminorestab,MinorityUsasp,normusaswompop,normusaswomestab,WomanUsasp,normawardestab,normawardpop,AwardAmount,normsampop1000,normsamestab,ann_sam_registrations,normwompop1000,normwomestab,Woman,normminorpop1000,normminorest,Minority,normcdfipop10000,normcdfiestab10000,cumulativecdfi,normmdipop10000,normmdiestab10000,UnemploymentRate,UnemploymentPerCapita,AvgAverageWeeklyWage,EstablishmentCount,AvgPopulation
"Fayetteville, NC MSA",2020,22180,13724,1014354,78150369,9038,668027,51467778,8359824,113107,644078382,71,5,403,205,15,1170,323,24,1837,,,,,,38,0,883,28355,523887
"Fayetteville, NC MSA",2021,22180,1525,82034,8685612,299,16063,1700754,349212,6493,36974073,33,2,189,103,6,586,167,9,949,,,,,,25,0,901,21920,523887
"Fayetteville-Springdale-Rogers, AR-MO MSA",2019,22220,128036,5110240,287763044,6248,249361,14041776,6379222,159830,359220816,74,3,166,252,10,566,152,6,341,0,0,1,,,10,0,1051,54964,548393
"Fayetteville-Springdale-Rogers, AR-MO MSA",2020,22220,152088,5907016,341820375,16715,649203,37567333,6982563,179780,404058878,114,4,257,276,11,621,142,6,320,0,0,1,,,18,0,1126,56485,548393
"Fayetteville-Springdale-Rogers, AR-MO MSA",2021,22220,69864,1966718,157020073,22,606,48348,2537479,90139,202588837,53,1,119,132,4,297,67,2,151,,,,,,11,0,1184,43837,548393
"Flagstaff, AZ MSA",2019,22380,16772,708898,22447419,2431,102733,3253073,911166,21557,28852264,87,4,117,322,14,431,160,7,214,,,,,,23,0,843,13680,144548
"Flagstaff, AZ MSA",2020,22380,43124,1791863,57718125,1987,82579,2659958,1956796,47094,63030820,87,4,116,266,11,356,139,6,186,,,,,,39,1,920,13917,144548
"Flagstaff, AZ MSA",2021,22380,9577,287625,12818544,838,25155,1121070,332379,11068,14813082,37,1,49,115,3,154,55,2,74,,,,,,27,0,906,10831,144548
"Flint, MI MSA",2019,22420,0,0,0,173,9782,474402,9782,173,474402,27,2,75,118,7,322,136,8,373,0,1,2,,,19,0,909,28741,405223
"Flint, MI MSA",2020,22420,0,0,0,213,11890,583513,11909,213,584440,42,2,115,127,7,349,171,10,467,0,1,2,,,45,1,963,29054,405223
"Flint, MI MSA",2021,22420,0,0,0,43,1815,116855,1815,43,116855,19,1,51,68,3,186,91,4,250,,,,,,30,0,961,21438,405223
"Florence, SC MSA",2019,22500,0,0,0,0,0,0,25437,559,1339039,15,1,37,56,3,134,81,4,195,,,,,,12,0,820,17688,201269
"Florence, SC MSA",2020,22500,0,0,0,0,0,0,61060,1370,3282672,19,1,45,67,3,161,104,5,248,,,,,,23,0,857,18066,201269
"Florence, SC MSA",2021,22500,0,0,0,0,0,0,5622,171,409746,13,0,32,40,1,95,61,2,145,,,,,,17,0,875,13775,201269
"Florence-Muscle Shoals, AL MSA",2019,22520,0,0,0,1312,56803,2897054,57011,1317,2907654,14,1,30,50,2,111,24,1,52,,,,,,14,0,771,13873,150111
"Florence-Muscle Shoals, AL MSA",2020,22520,0,0,0,1370,58602,3025286,70384,1646,3633555,19,1,42,67,3,149,31,1,69,,,,,,24,0,831,14044,150111
"Florence-Muscle Shoals, AL MSA",2021,22520,0,0,0,341,10741,753178,28338,900,1987121,8,0,18,33,1,72,10,0,22,,,,,,13,0,847,10729,150111
"Fond du Lac, WI MSA",2019,22540,7,304,12126,0,0,0,17556,404,699792,10,0,18,19,1,33,12,1,20,,,,,,12,0,902,9567,103947
"Fond du Lac, WI MSA",2020,22540,0,0,0,0,0,0,16601,386,668016,13,1,22,21,1,36,3,0,6,,,,,,24,0,967,9658,103947
"Fond du Lac, WI MSA",2021,22540,0,0,0,5,148,8078,148,5,8078,5,0,9,10,0,18,0,0,0,,,,,,12,0,985,7387,103947
"Fort Collins-Loveland, CO MSA",2019,22660,0,0,0,6358,179158,23821796,413227,14664,54944820,53,1,197,215,6,804,31,1,118,0,0,1,,,9,0,1037,51066,359706
"Fort Collins-Loveland, CO MSA",2020,22660,156,4242,585149,5989,162681,22440675,462427,17024,63788373,74,2,277,227,6,850,35,1,132,0,0,1,,,25,0,1124,52975,359706
"Fort Collins-Loveland, CO MSA",2021,22660,51,997,191299,477,9312,1786068,56781,2906,10890102,30,1,111,106,2,397,19,0,72,,,,,,20,0,1131,41432,359706
"Fort Smith, AR-OK MSA",2019,22900,24544,909657,23650972,860,31891,829158,2268258,61202,58974454,116,4,112,253,9,244,201,7,194,,,,,,14,0,789,26624,246683
"Fort Smith, AR-OK MSA",2020,22900,59757,2214465,57582149,785,29097,756611,6590155,177834,171362045,113,4,109,229,8,221,170,6,164,,,,,,24,0,828,26627,246683
"Fort Smith, AR-OK MSA",2021,22900,16929,468731,16312769,301,8321,289578,1408547,50872,49020249,55,2,53,89,2,86,62,2,60,,,,,,15,0,853,20046,246683
"Fort Walton Beach-Crestview-Destin, FL MSA",2019,23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Walton Beach-Crestview-Destin, FL MSA",2020,23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Walton Beach-Crestview-Destin, FL MSA",2021,23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Wayne, IN MSA",2019,23060,625,25411,991193,625,25411,991193,165381,4066,6450839,55,2,88,177,7,281,154,6,245,0,1,3,,,12,0,901,41191,418836
"Fort Wayne, IN MSA",2020,23060,649,25657,1029096,649,25657,1029096,230117,5818,9229902,83,3,131,214,8,339,157,6,249,0,1,3,,,30,0,959,42356,418836
"Fort Wayne, IN MSA",2021,23060,212,6125,335608,240,6945,380488,20693,715,1133775,40,1,64,98,3,156,72,2,114,,,,,,15,0,981,32547,418836
"Fresno, CA MSA",2019,23420,9812,263191,23986809,1679,45025,4103474,332695,12403,30321231,53,1,130,179,5,437,295,8,721,0,0,2,,,30,0,879,150222,1007216
"Fresno, CA MSA",2020,23420,6162,161774,15063891,1382,36277,3378019,225512,8590,20998944,90,2,220,211,6,517,317,8,774,0,0,2,,,45,1,951,153463,1007216
"Fresno, CA MSA",2021,23420,1996,38551,4880208,0,0,0,59170,3064,7490397,45,1,111,101,2,246,135,3,331,,,,,,35,0,971,117357,1007216
GA NONMETROPOLITAN AREA,2019,99010,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
GA NONMETROPOLITAN AREA,2020,99010,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
GA NONMETROPOLITAN AREA,2021,99010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU NONMETROPOLITAN AREA,2019,99066,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
GU NONMETROPOLITAN AREA,2020,99066,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
GU NONMETROPOLITAN AREA,2021,99066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gadsden, AL MSA",2019,23460,287636,13982657,672944560,0,0,0,14013278,288266,674418303,12,1,29,32,2,75,53,3,124,,,,,,14,0,725,8471,102941
"Gadsden, AL MSA",2020,23460,229676,11285412,537342360,0,0,0,11319502,230370,538965527,11,1,25,25,1,58,44,2,103,,,,,,31,0,789,8381,102941
"Gadsden, AL MSA",2021,23460,118011,4166960,276094218,0,0,0,4168111,118043,276170433,6,0,14,9,0,20,18,1,42,,,,,,15,0,774,6560,102941
"Gainesville, FL MSA",2019,23540,402,17315,996026,385,16583,953941,49750,1155,2861859,62,3,153,197,8,488,221,10,547,0,0,1,,,12,0,937,31298,336849
"Gainesville, FL MSA",2020,23540,2544,108435,6301421,206,8776,509988,822370,19295,47790018,77,3,191,209,9,518,216,9,536,0,0,1,,,22,0,1019,31614,336849
"Gainesville, FL MSA",2021,23540,1717,53491,4251678,211,6567,521967,353082,11331,28064124,41,1,102,105,3,261,109,3,269,,,,,,16,0,1023,24327,336849
"Gainesville, GA MSA",2019,23580,0,0,0,840,37221,3589263,39529,892,3811770,16,1,69,43,2,184,36,2,152,,,,,,12,0,944,18519,205133
"Gainesville, GA MSA",2020,23580,0,0,0,9,377,38073,13733,325,1388015,19,1,83,43,2,185,38,2,164,,,,,,19,0,1005,19413,205133
"Gainesville, GA MSA",2021,23580,0,0,0,2,46,6626,3434,116,494649,8,0,35,22,1,96,19,1,83,,,,,,9,0,1014,15560,205133
"Glens Falls, NY MSA",2019,24020,0,0,0,324,11363,232350,50874,1451,1040300,21,1,15,61,2,44,0,0,0,,,,,,17,0,880,14396,126168
"Glens Falls, NY MSA",2020,24020,0,0,0,119,4165,85030,5188863,147777,105935822,21,1,15,67,2,48,0,0,0,,,,,,31,0,954,14373,126168
"Glens Falls, NY MSA",2021,24020,0,0,0,0,0,0,960346,36397,26091600,10,0,7,17,0,12,0,0,0,,,,,,20,0,972,10759,126168
"Goldsboro, NC MSA",2019,24140,0,0,0,0,0,0,3409,66,195211,12,1,35,65,3,192,50,3,150,,,,,,16,0,748,9162,119064
"Goldsboro, NC MSA",2020,24140,0,0,0,0,0,0,909,18,52549,16,1,48,63,3,187,64,3,190,,,,,,26,0,799,9252,119064
"Goldsboro, NC MSA",2021,24140,0,0,0,0,0,0,0,0,0,10,0,31,27,1,80,29,1,85,,,,,,19,0,807,7084,119064
"Grand Forks, ND-MN MSA",2019,24220,3869,120676,2762200,677,21117,483360,147893,4742,3385159,55,2,39,139,4,99,62,2,44,,,,,,10,0,893,13186,102797
"Grand Forks, ND-MN MSA",2020,24220,3529,108369,2519338,486,14915,346746,148293,4829,3447467,85,3,61,153,5,109,84,3,60,,,,,,20,0,952,13391,102797
"Grand Forks, ND-MN MSA",2021,24220,83,1896,59393,0,0,0,31805,1396,996505,55,1,39,70,2,50,42,1,30,,,,,,14,0,953,10152,102797
"Grand Junction, CO MSA",2019,24300,109,3337,223567,109,3337,223567,4250,139,284735,26,1,54,146,4,299,41,1,84,,,,,,13,0,882,20369,155828
"Grand Junction, CO MSA",2020,24300,7,215,14650,0,0,0,49104,1632,3345900,48,1,98,146,4,299,43,1,88,,,,,,30,0,923,20715,155828
"Grand Junction, CO MSA",2021,24300,0,0,0,9,205,19278,20781,952,1952613,20,0,41,67,1,137,20,0,42,,,,,,25,0,924,16069,155828
"Grand Rapids-Wyoming, MI MSA",2019,24340,247,11248,872398,889,40416,3134748,507522,11167,39364591,54,2,190,198,9,697,110,5,388,0,0,1,,,11,0,956,95686,1085731
"Grand Rapids-Wyoming, MI MSA",2020,24340,159,7022,561376,2739,120749,9653904,5752198,130461,459888519,77,3,270,238,10,838,154,7,542,0,0,1,,,30,0,1043,98499,1085731
"Grand Rapids-Wyoming, MI MSA",2021,24340,0,0,0,15,502,53702,10703712,324858,1145157198,39,1,137,118,4,415,77,3,272,,,,,,18,0,1040,74142,1085731
"Great Falls, MT MSA",2019,24500,0,0,0,192,5770,222212,94504,3142,3639788,43,1,50,101,3,117,35,1,41,0,2,2,,,14,0,822,11094,83402
"Great Falls, MT MSA",2020,24500,0,0,0,32,946,36910,84412,2843,3293658,44,1,51,80,2,93,45,1,52,0,2,2,,,24,0,880,11241,83402
"Great Falls, MT MSA",2021,24500,0,0,0,0,0,0,4149,185,214466,18,0,21,36,1,42,21,0,24,,,,,,13,0,879,8375,83402
"Greeley, CO MSA",2019,24540,1,56,2800,89,3746,188634,147111,3481,7407978,30,1,64,111,5,237,83,4,177,,,,,,10,0,1044,31434,331962
"Greeley, CO MSA",2020,24540,0,0,0,88,3545,186385,292059,7216,15355080,58,2,123,111,4,236,84,3,178,,,,,,28,0,1080,32809,331962
"Greeley, CO MSA",2021,24540,0,0,0,0,0,0,44937,1537,3270153,26,1,56,57,2,121,45,1,95,,,,,,23,0,1081,25545,331962
"Green Bay, WI MSA",2019,24580,0,0,0,144,5524,345890,15839,413,991658,20,1,47,74,3,179,45,2,107,,,,0,0,13,0,967,34063,326906
"Green Bay, WI MSA",2020,24580,0,0,0,113,4326,271491,12985,339,814825,25,1,60,63,2,152,48,2,115,0,1,2,0,0,24,0,1034,34140,326906
"Green Bay, WI MSA",2021,24580,0,0,0,0,0,0,736,26,62518,12,0,29,30,1,73,18,1,43,,,,0,0,13,0,1019,25984,326906
"Greensboro-High Point, NC MSA",2019,24660,244,10025,656853,77,3156,206799,313966,7637,20572584,66,3,178,276,11,743,372,15,1002,0,0,2,,,16,0,908,75488,775820
"Greensboro-High Point, NC MSA",2020,24660,0,0,0,0,0,0,1027873,25696,69219061,96,4,258,300,12,809,405,16,1091,0,0,2,,,34,0,966,77579,775820
"Greensboro-High Point, NC MSA",2021,24660,4,107,9792,11,328,30192,401355,13697,36896912,48,1,129,150,4,404,207,6,557,,,,,,20,0,990,59583,775820
"Greenville, NC MSA",2019,24780,0,0,0,0,0,0,0,0,0,26,1,56,122,6,267,94,4,205,,,,,,16,0,894,15283,174494
"Greenville, NC MSA",2020,24780,0,0,0,0,0,0,5803,130,284102,38,2,82,110,5,240,94,4,206,,,,,,27,0,949,15667,174494
"Greenville, NC MSA",2021,24780,0,0,0,4,138,9233,138,4,9233,11,0,24,39,1,85,40,1,87,,,,,,18,0,964,12035,174494
"Greenville-Mauldin-Easley, SC MSA",2019,24860,22,897,96891,5,194,20919,79833,1928,8624645,52,2,231,167,7,747,172,7,770,0,0,2,,,10,0,900,89892,930472
"Greenville-Mauldin-Easley, SC MSA",2020,24860,49,1940,217360,50,1991,223069,93055,2331,10428044,83,3,373,195,8,873,186,7,831,0,0,2,,,23,0,959,93257,930472
"Greenville-Mauldin-Easley, SC MSA",2021,24860,0,0,0,0,0,0,28486,981,4389299,39,1,175,95,3,423,91,3,406,,,,,,14,0,971,72117,930472
"Guayama, PR MSA",2019,25020,11,1185,48310,0,0,0,1185,11,48310,3,0,13,5,1,24,17,2,75,,,,,,52,0,503,2609,69820
"Guayama, PR MSA",2020,25020,0,0,0,0,0,0,0,0,0,3,0,14,5,1,24,19,2,83,,,,,,39,0,514,2637,69820
"Guayama, PR MSA",2021,25020,0,0,0,0,0,0,0,0,0,2,0,10,3,0,12,8,1,36,,,,,,35,0,511,2032,69820
"Gulfport-Biloxi, MS MSA",2019,25060,37519,1982613,139807988,1250,66062,4658503,2190262,41448,154450825,81,4,303,298,16,1112,257,14,957,0,1,2,,,23,0,846,31593,417353
"Gulfport-Biloxi, MS MSA",2020,25060,244100,12820030,909606112,3277,172122,12212375,13927081,265179,988153598,97,5,360,288,15,1075,251,13,935,0,1,2,,,38,0,894,31790,417353
"Gulfport-Biloxi, MS MSA",2021,25060,103120,3989551,384263675,2467,95425,9191100,4116348,106398,396476416,36,1,135,129,5,480,125,5,465,,,,,,23,0,901,24273,417353
HI NONMETROPOLITAN AREA,2019,99011,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
HI NONMETROPOLITAN AREA,2020,99011,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
HI NONMETROPOLITAN AREA,2021,99011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hagerstown-Martinsburg, MD-WV MSA",2019,25180,219,11511,401836,1051,55237,1928193,275937,5250,9632276,53,3,97,177,9,324,120,6,221,,,,,,15,0,853,22341,293536
"Hagerstown-Martinsburg, MD-WV MSA",2020,25180,396,20905,726187,2642,139509,4846258,666879,12627,23166074,64,3,117,172,9,316,136,7,250,,,,,,26,0,928,22233,293536
"Hagerstown-Martinsburg, MD-WV MSA",2021,25180,257,10071,471088,922,36178,1692334,37050,945,1733134,34,1,62,90,4,166,78,3,144,,,,,,18,0,936,16841,293536
"Hanford-Corcoran, CA MSA",2019,25260,2,59,7016,0,0,0,59,2,7016,3,0,14,16,1,69,10,0,43,,,,,,32,0,870,17120,153003
"Hanford-Corcoran, CA MSA",2020,25260,5,165,20581,2,73,9085,923,27,114973,4,0,17,15,0,62,11,0,48,,,,,,46,1,951,17948,153003
"Hanford-Corcoran, CA MSA",2021,25260,1,33,5662,0,0,0,538,21,91033,1,0,6,7,0,30,6,0,24,,,,,,37,0,960,13702,153003
"Harrisburg-Carlisle, PA MSA",2019,25420,1604,63368,2988243,1895,74902,3532140,432676,10949,20403696,111,4,206,466,18,868,390,15,726,,,,,,15,0,1048,59607,588869
"Harrisburg-Carlisle, PA MSA",2020,25420,16898,664121,31489581,17168,674740,31993071,856316,21788,40602573,145,6,271,450,18,839,409,16,763,,,,,,31,0,1129,59936,588869
"Harrisburg-Carlisle, PA MSA",2021,25420,14200,413470,26461962,14030,408518,26145020,439942,15109,28156169,63,2,118,221,6,412,219,6,408,,,,,,21,0,1127,45508,588869
"Harrisonburg, VA MSA",2019,25500,0,0,0,99,3769,145787,32248,847,1247225,15,1,22,73,3,108,20,1,30,,,,,,10,0,815,14233,135407
"Harrisonburg, VA MSA",2020,25500,0,0,0,18,683,26523,92375,2437,3586282,31,1,46,76,3,112,39,1,57,,,,,,21,0,899,14287,135407
"Harrisonburg, VA MSA",2021,25500,0,0,0,4,119,6295,1307,47,69183,15,0,22,34,1,50,16,0,24,,,,,,14,0,897,10957,135407
"Hartford-West Hartford-East Hartford, CT MSA",2019,25540,678,21560,1349143,2744,87231,5458564,193676,6093,12119480,118,4,234,491,16,976,369,12,734,0,0,3,,,15,0,1295,152193,1209429
"Hartford-West Hartford-East Hartford, CT MSA",2020,25540,1014,31709,2017662,3560,111288,7081397,300178,9602,19100736,156,5,311,499,16,992,411,13,818,0,0,3,,,31,0,1379,154762,1209429
"Hartford-West Hartford-East Hartford, CT MSA",2021,25540,369,8412,733038,1022,23322,2032368,49948,2188,4352755,82,2,164,232,5,461,217,5,432,,,,,,27,0,1372,119221,1209429
"Hattiesburg, MS MSA",2019,25620,205,10198,586839,0,0,0,17452,352,1004267,21,1,59,88,4,252,105,5,299,0,3,4,,,20,0,742,13811,171405
"Hattiesburg, MS MSA",2020,25620,432,21459,1233959,20,996,57257,31475,634,1809940,34,2,98,113,6,323,130,6,372,0,3,4,,,29,0,795,13802,171405
"Hattiesburg, MS MSA",2021,25620,40,1478,113424,20,728,55845,3512,94,269464,16,1,46,61,2,175,65,2,187,,,,,,20,0,805,10358,171405
"Hickory-Lenoir-Morganton, NC MSA",2019,25860,0,0,0,1,41,2622,524518,11318,33509575,15,1,43,28,1,83,12,1,36,,,,,,14,0,804,31689,367129
"Hickory-Lenoir-Morganton, NC MSA",2020,25860,0,0,0,7,323,21252,938992,20891,61853466,23,1,67,35,2,104,6,0,18,,,,,,31,0,849,32673,367129
"Hickory-Lenoir-Morganton, NC MSA",2021,25860,0,0,0,12,398,35496,3548,107,316367,9,0,28,16,1,47,2,0,6,,,,,,17,0,880,24880,367129
"Hinesville-Fort Stewart, GA MSA",2019,25980,269,22980,549684,0,0,0,80440,941,1924166,20,2,41,81,7,166,126,11,258,,,,,,15,0,806,3829,81788
"Hinesville-Fort Stewart, GA MSA",2020,25980,519,42055,1060850,0,0,0,50798,627,1281367,27,2,56,76,6,155,144,12,294,,,,,,23,0,836,4037,81788
"Hinesville-Fort Stewart, GA MSA",2021,25980,0,0,0,0,0,0,1942,34,70243,12,1,24,38,2,78,76,4,156,,,,,,13,0,838,3255,81788
"Holland-Grand Haven, MI MSA",2019,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holland-Grand Haven, MI MSA",2020,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holland-Grand Haven, MI MSA",2021,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honolulu, HI MSA",2019,26180,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
"Honolulu, HI MSA",2020,26180,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
"Honolulu, HI MSA",2021,26180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hot Springs, AR MSA",2019,26300,0,0,0,13,418,24709,39034,1199,2305071,17,1,32,67,2,128,24,1,47,,,,,,15,0,714,12283,99959
"Hot Springs, AR MSA",2020,26300,84,2724,160888,96,3135,185130,101076,3106,5969733,26,1,50,67,2,128,20,1,38,,,,,,32,0,782,12285,99959
"Hot Springs, AR MSA",2021,26300,0,0,0,0,0,0,1134,47,91204,11,0,22,34,1,66,6,0,12,,,,,,20,0,776,9408,99959
"Houma-Bayou Cane-Thibodaux, LA MSA",2019,26380,0,0,0,2155,84005,4462193,61956948,1589625,3291059748,19,1,40,71,3,148,38,1,78,,,,,,18,0,987,21248,207034
"Houma-Bayou Cane-Thibodaux, LA MSA",2020,26380,0,0,0,1189,46098,2461499,82238820,2121073,4391334828,26,1,54,105,4,217,66,3,137,,,,,,29,0,1013,21360,207034
"Houma-Bayou Cane-Thibodaux, LA MSA",2021,26380,0,0,0,985,28243,2040000,9223170,321775,666183340,17,0,35,58,2,120,43,1,90,,,,,,22,0,1014,16252,207034
"Houston-Sugar Land-Baytown, TX MSA",2019,26420,18696,824628,89672126,18297,807007,87756004,2346721,53205,255188465,543,24,2604,2388,105,11453,3387,149,16245,0,0,6,0,0,15,0,1323,647253,7136910
"Houston-Sugar Land-Baytown, TX MSA",2020,26420,10609,455913,50885554,79724,3425953,382379333,11056765,257296,1234073583,875,38,4199,2676,115,12833,3873,166,18578,0,0,7,0,0,35,0,1357,664372,7136910
"Houston-Sugar Land-Baytown, TX MSA",2021,26420,8820,276360,42302264,9314,291858,44674552,1185233,37826,181422902,441,14,2113,1321,41,6335,1941,61,9312,,,,0,0,27,0,1359,512510,7136910
"Huntington-Ashland, WV-KY-OH MSA",2019,26580,0,0,0,3808,165741,4047690,261206,6001,6379130,62,3,66,129,6,137,65,3,69,,,,,,20,0,879,32823,357185
"Huntington-Ashland, WV-KY-OH MSA",2020,26580,0,0,0,3963,172277,4212385,179271,4123,4383407,69,3,73,141,6,150,64,3,68,,,,,,33,0,925,32864,357185
"Huntington-Ashland, WV-KY-OH MSA",2021,26580,0,0,0,770,24846,819025,27950,867,921351,50,2,53,64,2,68,33,1,35,,,,,,19,0,917,24921,357185
"Huntsville, AL MSA",2019,26620,5130629,218952684,12814094824,58123,2480425,145165596,222775782,5220214,13037839666,271,12,678,683,29,1707,811,35,2026,0,0,1,,,11,0,1171,45886,489523
"Huntsville, AL MSA",2020,26620,6681477,277723364,16687442304,61788,2568272,154318643,284700714,6849338,17106687291,326,14,815,758,32,1894,977,41,2440,0,0,1,,,18,0,1277,47131,489523
"Huntsville, AL MSA",2021,26620,2652323,77763848,6624357504,24712,724541,61720416,78325635,2671484,6672213626,151,4,377,345,10,862,481,14,1201,,,,,,10,0,1260,37571,489523
IA NONMETROPOLITAN AREA,2019,99015,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
IA NONMETROPOLITAN AREA,2020,99015,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
IA NONMETROPOLITAN AREA,2021,99015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID NONMETROPOLITAN AREA,2019,99012,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
ID NONMETROPOLITAN AREA,2020,99012,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
ID NONMETROPOLITAN AREA,2021,99012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL NONMETROPOLITAN AREA,2019,99013,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
IL NONMETROPOLITAN AREA,2020,99013,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
IL NONMETROPOLITAN AREA,2021,99013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN NONMETROPOLITAN AREA,2019,99014,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
IN NONMETROPOLITAN AREA,2020,99014,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
IN NONMETROPOLITAN AREA,2021,99014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Idaho Falls, ID MSA",2019,26820,17528,579715,36329683,1762,58270,3651665,987118,29846,61860903,59,2,123,102,3,212,80,3,166,,,,,,9,0,880,19061,157525
"Idaho Falls, ID MSA",2020,26820,44011,1364240,91221517,8300,257290,17203991,1991323,64241,133152186,66,2,136,96,3,198,112,3,233,,,,,,16,0,936,20339,157525
"Idaho Falls, ID MSA",2021,26820,3965,85612,8218033,1698,36659,3518965,161991,7502,15549864,34,1,70,46,1,96,52,1,108,,,,,,10,0,927,16419,157525
"Indianapolis-Carmel, IN MSA",2019,26900,5442,230802,20604895,472,20021,1787340,5242232,123614,468001516,171,7,648,628,27,2377,647,27,2450,0,0,4,,,12,0,1034,198572,2105014
"Indianapolis-Carmel, IN MSA",2020,26900,4832,197836,18294888,449,18380,1699699,3884690,94886,359237499,251,10,949,697,29,2640,765,31,2897,0,0,6,,,26,0,1109,205666,2105014
"Indianapolis-Carmel, IN MSA",2021,26900,3542,105163,13411598,79,2345,299024,596318,20087,76049460,130,4,491,333,10,1262,387,11,1466,,,,,,15,0,1128,159562,2105014
"Iowa City, IA MSA",2019,26980,79,2669,150565,64,2155,121572,57907,1714,3266185,24,1,45,44,1,84,25,1,48,,,,,,8,0,980,20758,175280
"Iowa City, IA MSA",2020,26980,0,0,0,174,5746,330791,150986,4562,8692306,27,1,51,54,2,103,33,1,62,,,,,,19,0,1063,21187,175280
"Iowa City, IA MSA",2021,26980,76,1839,144883,22,520,41004,25804,1067,2032974,18,0,34,27,1,51,19,0,36,,,,,,14,0,1081,16310,175280
"Ithaca, NY MSA",2019,27060,610,23976,1059860,513,20157,891011,205935,5239,9103196,26,1,46,97,4,169,45,2,78,0,2,2,,,14,0,1065,10609,104249
"Ithaca, NY MSA",2020,27060,2698,106086,4688465,1416,55670,2460345,303483,7719,13412447,34,1,59,100,4,174,42,2,73,0,2,2,,,25,0,1146,10607,104249
"Ithaca, NY MSA",2021,27060,587,17369,1019999,171,5047,296388,80015,2704,4698860,18,1,31,46,1,80,24,1,42,,,,,,16,0,1196,7928,104249
"Jackson, MI MSA",2019,27100,100,5772,211011,0,0,0,15853,276,579548,11,1,24,47,3,99,47,3,98,,,,,,15,0,962,11125,159587
"Jackson, MI MSA",2020,27100,192,10425,402647,11,610,23543,15464,284,597270,20,1,42,45,2,94,53,3,112,,,,,,36,1,1037,11742,159587
"Jackson, MI MSA",2021,27100,108,4410,227397,0,0,0,4410,108,227397,13,1,28,21,1,45,29,1,60,,,,,,23,0,1039,8817,159587
"Jackson, MS MSA",2019,27140,5295,214688,10715664,101,4109,205106,3360817,82897,167747414,149,6,301,574,23,1162,736,30,1490,0,2,13,,,20,0,850,58302,590878
"Jackson, MS MSA",2020,27140,9307,377500,18833974,171,6934,345948,6348081,156514,316714178,209,8,423,633,26,1281,839,34,1697,0,3,15,,,30,0,906,58276,590878
"Jackson, MS MSA",2021,27140,423,12823,855877,0,0,0,1098749,36241,73336286,93,3,189,313,9,634,435,13,881,,,,,,20,0,911,43853,590878
"Jackson, TN MSA",2019,27180,0,0,0,0,0,0,11403,195,516610,8,0,21,15,1,39,22,1,57,,,,,,14,0,834,12323,179942
"Jackson, TN MSA",2020,27180,0,0,0,0,0,0,5681,98,260462,9,1,24,24,1,63,28,2,74,0,1,1,,,29,0,893,12472,179942
"Jackson, TN MSA",2021,27180,0,0,0,0,0,0,0,0,0,5,0,12,14,1,37,20,1,54,,,,,,17,0,915,9579,179942
"Jacksonville, FL MSA",2019,27260,77904,2708028,339316602,115949,4030528,505026100,10372610,298396,1299690472,208,7,907,845,29,3680,885,31,3856,,,,,,13,0,1001,184480,1602856
"Jacksonville, FL MSA",2020,27260,330587,11173077,1439899408,197266,6667128,859207743,20902905,618471,2693804243,299,10,1302,896,30,3901,995,34,4332,0,0,1,,,25,0,1071,189723,1602856
"Jacksonville, FL MSA",2021,27260,174428,4216162,759737394,21947,530499,95594062,5297319,219157,954557892,142,3,617,444,11,1932,496,12,2162,,,,,,16,0,1099,149255,1602856
"Jacksonville, NC MSA",2019,27340,0,0,0,5564,349014,21713176,454392,7243,28269000,17,1,68,66,4,257,52,3,204,,,,,,18,0,697,12941,202944
