msa_name,year,msa_no,normusaspminpop,normusasminorestab,MinorityUsasp,normusaswompop,normusaswomestab,WomanUsasp,normawardestab,normawardpop,AwardAmount,normsampop1000,normsamestab,ann_sam_registrations,normwompop1000,normwomestab,Woman,normminorpop1000,normminorest,Minority,normcdfipop10000,normcdfiestab10000,cumulativecdfi,normmdipop10000,normmdiestab10000,UnemploymentRate,UnemploymentPerCapita,AvgAverageWeeklyWage,EstablishmentCount,AvgPopulation
"Mansfield, OH MSA",2021,31900,0,0,0,0,0,0,7930,240,494421,3,0,7,9,0,18,9,0,18,,,,,,22,0,836,8417,123730
"Mayaguez, PR MSA",2019,32420,8,429,45677,0,0,0,429,8,45677,6,0,36,12,1,70,35,2,209,,,,,,41,0,465,6822,96193
"Mayaguez, PR MSA",2020,32420,10,595,62558,0,0,0,595,10,62558,9,1,53,10,1,60,37,2,223,,,,,,37,0,480,6725,96193
"Mayaguez, PR MSA",2021,32420,0,0,0,0,0,0,0,0,0,2,0,15,4,0,24,17,1,102,,,,,,36,0,476,5155,96193
"McAllen-Edinburg-Mission, TX MSA",2019,32580,116,7948,817202,30,2065,212349,10654,155,1095426,25,2,179,67,5,472,179,12,1259,0,1,3,0,1,25,0,677,50998,873756
"McAllen-Edinburg-Mission, TX MSA",2020,32580,73,4916,515332,79,5294,554859,19481,290,2041975,32,2,229,69,5,487,186,13,1311,0,1,3,0,1,47,1,718,51990,873756
"McAllen-Edinburg-Mission, TX MSA",2021,32580,14,705,99960,33,1632,231294,2337,47,331254,13,1,94,35,2,245,87,4,615,,,,0,1,39,0,727,39543,873756
"Medford, OR MSA",2019,32780,195,5585,723345,505,14479,1875278,28812,1005,3731545,29,1,107,102,3,378,63,2,234,,,,,,17,0,853,31088,222691
"Medford, OR MSA",2020,32780,728,20524,2702188,580,16353,2152991,55387,1965,7292192,44,1,163,101,3,375,67,2,250,,,,,,31,0,926,31602,222691
"Medford, OR MSA",2021,32780,3546,72810,13162012,356,7308,1321155,84685,4125,15308636,22,0,82,42,1,157,35,1,130,,,,,,21,0,969,24406,222691
"Memphis, TN-AR-MS MSA",2019,32820,946,45286,2279363,170,8135,409473,75873,1585,3818901,176,8,424,888,43,2140,1236,59,2979,0,1,8,,,17,0,1028,111944,1339820
"Memphis, TN-AR-MS MSA",2020,32820,1136,53046,2736375,128,5980,308463,118898,2545,6133399,278,13,670,1037,48,2500,1462,68,3523,0,1,9,,,35,1,1105,114737,1339820
"Memphis, TN-AR-MS MSA",2021,32820,599,20397,1443463,13,447,31626,38556,1132,2728563,146,5,353,534,18,1287,739,25,1782,,,,,,24,0,1139,88541,1339820
"Merced, CA MSA",2019,32900,0,0,0,0,0,0,1232,30,90716,7,0,20,13,1,41,33,1,101,,,,,,33,0,851,27092,281956
"Merced, CA MSA",2020,32900,6,245,18524,6,245,18524,245,6,18524,11,0,34,23,1,70,39,2,121,,,,,,49,1,913,27871,281956
"Merced, CA MSA",2021,32900,0,0,0,0,0,0,0,0,0,6,0,19,12,0,36,21,1,63,,,,,,39,0,918,21498,281956
"Miami-Fort Lauderdale-Pompano Beach, FL MSA",2019,33100,124158,3278944,644805669,113245,2990734,588129177,5883725,222789,1157037058,569,15,2953,2190,58,11372,3282,87,17047,0,0,10,0,0,12,0,1076,928278,6128225
"Miami-Fort Lauderdale-Pompano Beach, FL MSA",2020,33100,163949,4151190,851455824,168403,4263960,874586086,8419018,332505,1726835272,879,22,4566,2463,62,12791,3624,92,18821,0,0,14,0,0,33,0,1163,968429,6128225
"Miami-Fort Lauderdale-Pompano Beach, FL MSA",2021,33100,28217,509627,146543582,42855,773990,222561454,1719148,95186,494342274,426,8,2211,1237,22,6425,1819,33,9445,,,,0,0,22,0,1210,763682,6128225
"Michigan City-La Porte, IN MSA",2019,33140,0,0,0,939,45873,2013712,45873,939,2013712,16,1,34,51,3,110,40,2,86,,,,,,17,0,796,9131,111500
"Michigan City-La Porte, IN MSA",2020,33140,3,132,5837,1276,61933,2736845,67559,1392,2985451,21,1,44,56,3,120,35,2,76,,,,,,38,0,850,9192,111500
"Michigan City-La Porte, IN MSA",2021,33140,0,0,0,61,2196,129744,2196,61,129744,8,0,18,25,1,54,14,1,30,,,,,,21,0,882,6913,111500
"Midland, TX MSA",2019,33260,0,0,0,0,0,0,0,0,0,5,0,19,13,0,54,23,1,92,,,,,,8,0,1503,25180,177085
"Midland, TX MSA",2020,33260,0,0,0,0,0,0,2415,88,353739,11,0,46,21,1,83,18,0,72,,,,,,33,1,1480,25782,177085
"Midland, TX MSA",2021,33260,0,0,0,0,0,0,7372,358,1442403,7,0,29,12,0,49,10,0,39,,,,,,25,0,1493,19371,177085
"Milwaukee-Waukesha-West Allis, WI MSA",2019,33340,84652,2809429,313802485,4706,156184,17445111,3097772,93340,346009262,104,3,386,356,12,1319,429,14,1589,0,1,10,0,0,14,0,1061,189459,1571755
"Milwaukee-Waukesha-West Allis, WI MSA",2020,33340,114682,3818779,425121100,5853,194906,21697715,4383743,131648,488015108,168,6,621,403,13,1495,511,17,1896,0,1,11,0,0,28,0,1130,188841,1571755
"Milwaukee-Waukesha-West Allis, WI MSA",2021,33340,41575,1007022,154119007,1555,37663,5764089,1088653,44946,166612075,69,2,254,198,5,734,274,7,1017,,,,0,0,17,0,1137,146021,1571755
"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2019,33460,41502,1564802,120262716,8552,322442,24781250,3270574,86744,251359604,280,11,811,950,36,2753,763,29,2210,0,1,21,,,12,0,1241,389897,3674325
"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2020,33460,95464,3527608,276630382,7701,284555,22314449,7769054,210247,609238902,387,14,1121,948,35,2748,880,33,2549,0,1,22,,,26,0,1335,397853,3674325
"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2021,33460,1878,49868,5441941,2461,65356,7132113,1052979,39654,114907865,187,5,541,466,12,1349,417,11,1207,,,,,,14,0,1359,311423,3674325
"Missoula, MT MSA",2019,33540,1109,24657,1941918,521,11580,911967,109141,4907,8595618,75,2,131,240,5,420,62,1,108,0,1,2,,,13,0,837,21432,119124
"Missoula, MT MSA",2020,33540,2783,59708,4875516,168,3599,293897,236623,11029,19321526,98,2,171,236,5,414,52,1,91,0,1,2,,,25,0,913,22226,119124
"Missoula, MT MSA",2021,33540,0,0,0,111,1754,193800,4302,271,475437,51,1,90,108,2,190,31,0,54,,,,,,13,0,932,16917,119124
"Mobile, AL MSA",2019,33660,0,0,0,0,0,0,622648,14949,25865004,77,3,134,246,10,426,316,13,547,0,0,1,0,0,15,0,935,41209,429101
"Mobile, AL MSA",2020,33660,0,0,0,3,123,5200,16359033,398289,689138162,102,4,177,312,13,539,387,16,670,0,0,1,0,0,32,0,995,41796,429101
"Mobile, AL MSA",2021,33660,0,0,0,495,14676,855794,7125475,240149,415515829,60,2,103,160,5,277,184,5,319,,,,0,0,18,0,995,32541,429101
"Modesto, CA MSA",2019,33700,0,0,0,290,9856,1378042,67808,1992,9480797,12,0,56,36,1,170,33,1,156,,,,,,25,0,954,64885,552123
"Modesto, CA MSA",2020,33700,0,0,0,276,9249,1312161,53318,1589,7564007,15,1,71,38,1,180,33,1,156,,,,,,43,1,1032,65828,552123
"Modesto, CA MSA",2021,33700,19,484,92585,96,2384,456211,12857,517,2460309,8,0,36,20,0,95,18,0,85,,,,,,32,0,1070,49945,552123
"Monroe, LA MSA",2019,33740,0,0,0,0,0,0,7680,196,555796,12,0,34,46,2,129,32,1,92,0,1,2,,,21,0,775,20843,203901
"Monroe, LA MSA",2020,33740,0,0,0,0,0,0,7542,197,557606,16,1,44,52,2,147,37,1,106,0,1,2,,,30,0,819,21295,203901
"Monroe, LA MSA",2021,33740,0,0,0,0,0,0,0,0,0,11,0,30,24,1,68,18,0,50,,,,,,21,0,817,16365,203901
"Monroe, MI MSA",2019,33780,0,0,0,0,0,0,217620,3244,6916946,13,1,27,39,3,83,8,1,17,,,,,,15,0,976,9171,153523
"Monroe, MI MSA",2020,33780,0,0,0,0,0,0,604506,9371,19982295,15,1,32,34,2,73,11,1,24,,,,,,36,1,1041,9521,153523
"Monroe, MI MSA",2021,33780,0,0,0,0,0,0,108798,2246,4788467,9,0,19,19,1,41,3,0,6,,,,,,24,0,1060,7130,153523
"Montgomery, AL MSA",2019,33860,79576,3408556,115026693,1198,51294,1731003,4322412,100911,145866103,172,7,248,571,24,825,907,39,1311,,,,,,12,0,884,35637,381609
"Montgomery, AL MSA",2020,33860,31671,1342167,45780497,688,29137,993845,3287273,77570,112126912,204,9,295,616,26,891,973,41,1407,,,,,,27,0,941,36026,381609
"Montgomery, AL MSA",2021,33860,4343,134347,6278117,1610,49788,2326626,307763,9950,14381985,116,4,167,320,10,463,515,16,745,,,,,,16,0,937,27759,381609
"Morgantown, WV MSA",2019,34060,0,0,0,1130,46439,1097828,80337,1954,1899192,68,3,66,166,7,161,33,1,32,0,1,1,,,15,0,995,13617,139960
"Morgantown, WV MSA",2020,34060,0,0,0,2595,105192,2522402,798023,19688,19135859,72,3,70,182,7,177,48,2,47,0,1,1,,,26,0,1073,13813,139960
"Morgantown, WV MSA",2021,34060,0,0,0,1839,54861,1787594,379420,12720,12363025,35,1,34,71,2,69,25,1,24,,,,,,15,0,1068,10558,139960
"Morristown, TN MSA",2019,34100,0,0,0,16,1095,30611,1095,16,30611,7,1,14,37,2,69,16,1,31,,,,,,15,0,801,8495,143145
"Morristown, TN MSA",2020,34100,0,0,0,0,0,0,0,0,0,8,1,16,44,3,82,19,1,36,,,,,,29,0,832,8673,143145
"Morristown, TN MSA",2021,34100,0,0,0,0,0,0,0,0,0,4,0,8,19,1,36,10,0,18,,,,,,17,0,856,6682,143145
"Mount Vernon-Anacortes, WA MSA",2019,34580,0,0,0,118,3687,273488,17161,549,1272905,18,1,42,47,1,108,8,0,19,,,,,,22,0,1006,16615,129918
"Mount Vernon-Anacortes, WA MSA",2020,34580,0,0,0,58,1742,134039,97250,3226,7484975,25,1,58,34,1,80,12,0,27,,,,,,39,1,1042,17285,129918
"Mount Vernon-Anacortes, WA MSA",2021,34580,0,0,0,132,3022,305343,7837,341,791849,8,0,19,16,0,36,5,0,12,,,,,,22,0,1077,12732,129918
"Muncie, IN MSA",2019,34620,0,0,0,0,0,0,0,0,0,3,0,7,13,1,27,21,1,43,,,,,,15,0,806,8719,112558
"Muncie, IN MSA",2020,34620,0,0,0,0,0,0,0,0,0,4,0,9,18,1,36,24,1,48,,,,,,29,0,863,8799,112558
"Muncie, IN MSA",2021,34620,0,0,0,0,0,0,0,0,0,3,0,6,9,0,18,12,0,24,,,,,,17,0,866,6676,112558
"Muskegon-Norton Shores, MI MSA",2019,34740,0,0,0,0,0,0,0,0,0,6,0,17,20,1,58,14,1,40,,,,,,17,0,839,11878,175298
"Muskegon-Norton Shores, MI MSA",2020,34740,0,0,0,0,0,0,0,0,0,6,0,18,22,1,64,16,1,46,,,,,,45,1,888,11995,175298
"Muskegon-Norton Shores, MI MSA",2021,34740,0,0,0,0,0,0,0,0,0,5,0,15,13,1,37,8,0,24,,,,,,30,0,886,8921,175298
"Myrtle Beach-Conway-North Myrtle Beach, SC MSA",2019,34820,19,760,121392,7,279,44520,3159,81,504316,18,1,115,72,3,452,55,2,346,,,,,,16,0,692,51088,499426
"Myrtle Beach-Conway-North Myrtle Beach, SC MSA",2020,34820,14,526,87360,14,544,90480,2997,80,498234,29,1,183,75,3,468,65,2,407,,,,,,35,0,751,53202,499426
"Myrtle Beach-Conway-North Myrtle Beach, SC MSA",2021,34820,3,89,20400,4,98,22440,232,8,53028,13,0,82,36,1,224,35,1,216,,,,,,21,0,779,41222,499426
NC NONMETROPOLITAN AREA,2019,99032,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
NC NONMETROPOLITAN AREA,2020,99032,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
NC NONMETROPOLITAN AREA,2021,99032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND NONMETROPOLITAN AREA,2019,99033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND NONMETROPOLITAN AREA,2020,99033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND NONMETROPOLITAN AREA,2021,99033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE NONMETROPOLITAN AREA,2019,99027,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
NE NONMETROPOLITAN AREA,2020,99027,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
NE NONMETROPOLITAN AREA,2021,99027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH NONMETROPOLITAN AREA,2019,99029,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
NH NONMETROPOLITAN AREA,2020,99029,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
NH NONMETROPOLITAN AREA,2021,99029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM NONMETROPOLITAN AREA,2019,99030,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
NM NONMETROPOLITAN AREA,2020,99030,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
NM NONMETROPOLITAN AREA,2021,99030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV NONMETROPOLITAN AREA,2019,99028,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
NV NONMETROPOLITAN AREA,2020,99028,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
NV NONMETROPOLITAN AREA,2021,99028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY NONMETROPOLITAN AREA,2019,99031,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
NY NONMETROPOLITAN AREA,2020,99031,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
NY NONMETROPOLITAN AREA,2021,99031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Napa, CA MSA",2019,34900,0,0,0,0,0,0,8729,376,1075371,11,0,31,54,1,153,15,0,43,,,,,,12,0,1107,23655,137186
"Napa, CA MSA",2020,34900,0,0,0,0,0,0,24691,1062,3035986,12,0,34,47,1,133,14,0,41,,,,,,35,1,1200,23610,137186
"Napa, CA MSA",2021,34900,0,0,0,0,0,0,8945,519,1483335,6,0,17,19,0,54,6,0,18,,,,,,23,0,1236,17911,137186
"Naples-Marco Island, FL MSA",2019,34940,0,0,0,80,2034,294523,33955,1336,4917140,30,1,111,102,3,376,90,2,332,,,,,,13,0,963,60252,382654
"Naples-Marco Island, FL MSA",2020,34940,0,0,0,32,792,119494,61752,2531,9311676,48,1,177,111,3,407,89,2,328,,,,,,28,0,1053,62743,382654
"Naples-Marco Island, FL MSA",2021,34940,0,0,0,44,767,161889,22345,1282,4718095,20,0,72,55,1,201,45,1,164,,,,,,15,0,1090,49421,382654
"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",2019,34980,4015,148028,13617646,1602,59048,5432098,1837265,49834,169017221,193,7,656,757,28,2567,632,23,2145,0,0,5,0,0,10,0,1106,214934,1980712
"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",2020,34980,2976,104619,10092674,1161,40831,3938972,3015731,85779,290929160,269,9,914,816,29,2766,729,26,2472,0,0,5,0,0,28,0,1176,225427,1980712
"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",2021,34980,399,9742,1353035,1837,44864,6231318,241475,9889,33539276,139,3,470,401,10,1361,384,9,1304,,,,0,0,15,0,1217,182599,1980712
"New Haven-Milford, CT MSA",2019,35300,823,28130,2242221,397,13559,1080777,186484,5458,14864507,66,2,181,230,8,627,261,9,710,0,0,4,,,14,0,1125,100758,860652
"New Haven-Milford, CT MSA",2020,35300,1001,33760,2727289,760,25613,2069165,379551,11258,30661767,97,3,265,254,9,691,300,10,817,0,0,4,,,29,0,1216,102118,860652
"New Haven-Milford, CT MSA",2021,35300,806,19810,2194318,111,2739,303336,51933,2112,5752381,49,1,133,131,3,358,144,4,391,,,,,,25,0,1233,78757,860652
"New Orleans-Metairie-Kenner, LA MSA",2019,35380,18577,579172,40045252,8209,255936,17695991,2397490,76898,165767819,297,9,641,1433,45,3089,1426,44,3075,0,1,12,0,0,17,0,1023,162647,1267541
"New Orleans-Metairie-Kenner, LA MSA",2020,35380,52113,1566311,112338925,14084,423307,30360442,3387617,112710,242966505,424,13,914,1561,47,3365,1626,49,3505,0,1,14,0,0,39,1,1105,168725,1267541
"New Orleans-Metairie-Kenner, LA MSA",2021,35380,37049,801155,79866519,4952,107086,10675274,1093669,50577,109027041,210,5,453,763,16,1644,816,18,1759,,,,0,0,29,0,1103,131902,1267541
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2019,35620,113944,3486690,465940761,10843,331808,44340922,30559484,998672,4083789948,1139,35,4657,4561,140,18650,5028,154,20562,0,0,64,0,0,14,0,1545,2574512,19693684
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2020,35620,143784,4352957,587965276,40960,1240037,167495090,50630958,1672411,6838855592,1741,53,7119,4962,150,20290,5617,170,22970,0,0,67,0,0,42,1,1700,2602162,19693684
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2021,35620,43107,975526,176274570,3189,72172,13041325,2924680,129238,528480840,834,19,3409,2406,54,9838,2762,62,11293,,,,0,0,31,0,1746,1958037,19693684
"Niles-Benton Harbor, MI MSA",2019,35660,0,0,0,212,8810,312460,73830,1774,2618625,15,1,22,89,4,132,53,2,78,,,,,,16,0,950,14789,153532
"Niles-Benton Harbor, MI MSA",2020,35660,0,0,0,392,15752,578448,35210,876,1292974,16,1,24,96,4,141,45,2,66,,,,,,35,0,1032,15277,153532
"Niles-Benton Harbor, MI MSA",2021,35660,0,0,0,0,0,0,0,0,0,12,0,18,45,1,66,18,1,26,,,,,,22,0,1049,11404,153532
"Norwich-New London, CT MSA",2019,35980,0,0,0,2696,92898,4506352,373714,10846,18128370,39,1,65,135,5,226,84,3,140,,,,,,14,0,1099,31047,267420
"Norwich-New London, CT MSA",2020,35980,0,0,0,3630,123375,6067155,1931466,56829,94982755,46,2,77,150,5,250,103,3,172,,,,,,40,1,1220,31475,267420
"Norwich-New London, CT MSA",2021,35980,0,0,0,66,1641,110269,191649,7703,12875275,26,1,43,60,1,100,44,1,73,,,,,,29,0,1241,24186,267420
OH NONMETROPOLITAN AREA,2019,99034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH NONMETROPOLITAN AREA,2020,99034,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OH NONMETROPOLITAN AREA,2021,99034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK NONMETROPOLITAN AREA,2019,99035,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
OK NONMETROPOLITAN AREA,2020,99035,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
OK NONMETROPOLITAN AREA,2021,99035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR NONMETROPOLITAN AREA,2019,99036,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
OR NONMETROPOLITAN AREA,2020,99036,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
OR NONMETROPOLITAN AREA,2021,99036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ocala, FL MSA",2019,36100,0,0,0,890,38057,2203433,120999,2830,7005582,28,1,70,111,5,276,111,5,274,,,,,,16,0,760,35204,376288
"Ocala, FL MSA",2020,36100,75,3145,185016,1888,79475,4674752,86028,2044,5060207,45,2,111,134,6,332,124,5,306,,,,,,28,0,806,35767,376288
"Ocala, FL MSA",2021,36100,0,0,0,49,1489,120958,4544,149,369231,24,1,59,68,2,168,55,2,135,,,,,,20,0,834,27796,376288
"Ocean City, NJ MSA",2019,36140,116,2807,130384,116,2807,130384,32751,1355,1521015,21,1,24,53,1,60,32,1,36,,,,,,29,0,758,15606,94259
"Ocean City, NJ MSA",2020,36140,158,3827,177081,158,3827,177081,49430,2038,2287042,22,1,25,53,1,60,37,1,41,,,,,,56,1,828,15548,94259
"Ocean City, NJ MSA",2021,36140,3143,55847,3526842,3143,55847,3526842,70188,3950,4432469,6,0,7,27,0,30,21,0,24,,,,,,35,1,815,11937,94259
"Odessa, TX MSA",2019,36220,0,0,0,0,0,0,0,0,0,3,0,10,20,1,64,23,1,74,,,,,,11,0,1240,16870,164260
"Odessa, TX MSA",2020,36220,0,0,0,0,0,0,0,0,0,9,0,30,16,1,51,38,1,121,,,,,,44,1,1166,17050,164260
"Odessa, TX MSA",2021,36220,0,0,0,0,0,0,0,0,0,4,0,13,7,0,23,17,0,53,,,,,,35,0,1144,12766,164260
"Ogden-Clearfield, UT MSA",2019,36260,17095,692165,90103607,19445,787297,102487460,2989031,73824,389101266,44,2,231,124,5,652,69,3,362,0,0,1,,,10,0,865,68748,695727
"Ogden-Clearfield, UT MSA",2020,36260,45630,1785007,240502068,22937,897282,120894918,2991831,76481,403102954,55,2,288,112,4,588,66,3,348,0,0,1,,,17,0,936,71177,695727
"Ogden-Clearfield, UT MSA",2021,36260,24157,683040,127324520,2072,58593,10922254,722083,25538,134602491,27,1,141,54,2,286,33,1,175,,,,,,9,0,947,55373,695727
"Oklahoma City, OK MSA",2019,36420,688294,23674228,1647325998,3847,132311,9206608,28716708,834896,1998197356,271,9,649,753,26,1801,848,29,2030,0,0,4,0,0,11,0,980,165901,1426435
"Oklahoma City, OK MSA",2020,36420,844988,28730347,2022350432,10739,365149,25703098,37106868,1091350,2611979969,376,13,899,822,28,1968,904,31,2164,0,0,4,0,0,24,0,1015,167827,1426435
"Oklahoma City, OK MSA",2021,36420,221693,5575037,530588383,4445,111793,10639614,6295466,250341,599153197,169,4,405,385,10,921,446,11,1068,,,,0,0,13,0,1013,127629,1426435
"Olympia, WA MSA",2019,36500,11,368,38454,18,611,63752,24466,728,2554136,28,1,97,61,2,214,86,3,301,0,0,1,,,19,0,1050,35079,294747
"Olympia, WA MSA",2020,36500,305,9700,1069911,49,1571,173302,93034,2924,10261391,41,1,145,65,2,227,91,3,321,0,0,1,,,33,0,1125,37171,294747
"Olympia, WA MSA",2021,36500,29,705,102265,0,0,0,7714,319,1119442,17,0,60,33,1,117,46,1,161,,,,,,19,0,1177,27428,294747
"Omaha-Council Bluffs, NE-IA MSA",2019,36540,139308,4740452,241331161,555,18895,961904,10015801,294335,509893313,217,7,376,643,22,1114,586,20,1016,0,0,2,,,12,0,999,113232,963191
"Omaha-Council Bluffs, NE-IA MSA",2020,36540,125193,4290420,216879646,1911,65499,3310961,6815544,198876,344524075,299,10,518,754,26,1307,714,24,1237,0,0,2,,,19,0,1078,112455,963191
"Omaha-Council Bluffs, NE-IA MSA",2021,36540,30272,745309,52442189,1403,34542,2430509,1282075,52074,90210631,132,3,228,364,9,631,362,9,627,,,,,,10,0,1092,88036,963191
"Orlando-Kissimmee, FL MSA",2019,36740,191631,6617713,816657624,33839,1168570,144207193,8752842,253458,1080142824,286,10,1219,1099,38,4683,1386,48,5905,0,0,4,,,13,0,948,308067,2659253
"Orlando-Kissimmee, FL MSA",2020,36740,353155,11682000,1505011658,34707,1148088,147910139,14011708,423583,1805151841,424,14,1809,1164,39,4962,1562,52,6656,0,0,4,,,41,1,1033,321641,2659253
"Orlando-Kissimmee, FL MSA",2021,36740,178128,4189215,759114896,9027,212296,38469514,4710489,200293,853573417,213,5,906,567,13,2415,779,18,3318,,,,,,20,0,1059,254526,2659253
"Oshkosh-Neenah, WI MSA",2019,36780,0,0,0,0,0,0,7790,177,475650,7,0,18,25,1,66,0,0,0,,,,,,12,0,1042,15632,171725
"Oshkosh-Neenah, WI MSA",2020,36780,0,0,0,243,10642,651123,29171,665,1784818,8,0,22,21,1,57,0,0,0,,,,,,22,0,1067,15665,171725
"Oshkosh-Neenah, WI MSA",2021,36780,0,0,0,0,0,0,18310,573,1536478,6,0,17,8,0,21,0,0,0,,,,,,12,0,1073,12085,171725
"Owensboro, KY MSA",2019,36980,0,0,0,0,0,0,13944,378,518259,11,0,15,26,1,36,4,0,6,,,,,,15,0,864,13084,120721
"Owensboro, KY MSA",2020,36980,0,0,0,0,0,0,80725,2249,3085815,12,0,17,24,1,33,9,0,12,,,,,,24,0,934,13460,120721
"Owensboro, KY MSA",2021,36980,0,0,0,0,0,0,90766,3495,4793961,6,0,8,1,0,1,4,0,6,,,,,,16,0,933,10458,120721
"Oxnard-Thousand Oaks-Ventura, CA MSA",2019,37100,1965,59462,8625821,630,19069,2766277,353812,11691,51325163,63,2,278,192,6,843,196,6,861,0,0,2,,,15,0,1113,111421,842904
"Oxnard-Thousand Oaks-Ventura, CA MSA",2020,37100,13662,410714,59975795,4024,120972,17665290,703670,23406,102755728,78,2,342,202,6,885,202,6,886,0,0,2,,,34,0,1220,112163,842904
"Oxnard-Thousand Oaks-Ventura, CA MSA",2021,37100,313,6907,1373226,70,1556,309459,27012,1223,5370663,36,1,156,96,2,421,95,2,416,,,,,,24,0,1231,85899,842904
PA NONMETROPOLITAN AREA,2019,99037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA NONMETROPOLITAN AREA,2020,99037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA NONMETROPOLITAN AREA,2021,99037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR NONMETROPOLITAN AREA,2019,99072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR NONMETROPOLITAN AREA,2020,99072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR NONMETROPOLITAN AREA,2021,99072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palm Bay-Melbourne-Titusville, FL MSA",2019,37340,29582,1092842,95805505,18347,677773,59417887,6185752,167443,542282360,128,5,413,404,15,1310,363,13,1176,0,0,2,,,13,0,995,65927,608859
"Palm Bay-Melbourne-Titusville, FL MSA",2020,37340,59240,2145520,191854550,34514,1250018,111777860,8269636,228332,739479271,176,6,571,405,15,1311,385,14,1247,0,0,2,,,27,0,1069,67252,608859
"Palm Bay-Melbourne-Titusville, FL MSA",2021,37340,25047,657527,81116573,5709,149881,18490268,1907032,72643,235263246,89,2,289,198,5,642,190,5,616,,,,,,17,0,1077,52192,608859
"Palm Coast, FL MSA",2019,37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palm Coast, FL MSA",2020,37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palm Coast, FL MSA",2021,37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panama City-Lynn Haven, FL MSA",2019,37460,1685,47854,4121597,2890,82084,7069882,125181,4408,10781755,52,1,128,145,4,355,132,4,324,0,1,2,,,16,0,836,24807,176111
"Panama City-Lynn Haven, FL MSA",2020,37460,1719,47538,4205445,2410,66632,5894596,124877,4516,11047227,64,2,156,116,3,284,141,4,346,0,1,2,,,24,0,881,25480,176111
"Panama City-Lynn Haven, FL MSA",2021,37460,212,4234,518323,253,5065,620034,8762,439,1072693,23,0,57,56,1,138,65,1,159,,,,,,16,0,901,19835,176111
"Parkersburg-Marietta-Vienna, WV-OH MSA",2019,37620,150734,5735814,78055767,150734,5735814,78055767,5735814,150734,78055768,31,1,16,77,3,40,46,2,24,,,,,,21,0,819,9363,89068
"Parkersburg-Marietta-Vienna, WV-OH MSA",2020,37620,241468,9352048,125041328,241468,9352048,125041328,9352048,241468,125041328,37,1,19,70,3,36,41,2,21,,,,,,36,0,881,9199,89068
"Parkersburg-Marietta-Vienna, WV-OH MSA",2021,37620,86430,2514640,44756583,86430,2514640,44756583,2514641,86430,44756584,23,1,12,35,1,18,12,0,6,,,,,,21,0,893,6888,89068
"Pascagoula, MS MSA",2019,37700,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
"Pascagoula, MS MSA",2020,37700,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
"Pascagoula, MS MSA",2021,37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
